imo,ship_name,mmsi,call_sign,consumption_value_1,consumption_speed_1,consumption_value_2,consumption_speed_2
9323948,YEMEN,NA,NA,48,12,NA,NA
9237369,MEL SPIRIT,249427000,9HA6258,33,18,NA,NA
8404551,FALCON EXPLORER,NA,3ERG5,16,11.5,25.6,15
9705421,AMIS ELEGANCE,357847000,H9VR,31.3,13.5,NA,NA
9285419,RIZIK BEY,667002312,9LS2015,24.75,13.75,NA,NA
9320295,SAMUDRA SAKTI III,525800871,YCZT2,22.3,13.5,NA,NA
9706499,CONSTITUTION,311000379,C6BV8,55,16.25,NA,NA
9523469,OLVIA,212717000,5BKE4,11,11,NA,NA
9555175,WAN HAI 178,636021814,5LFU8,38.1,18.5,NA,NA
9603489,JOSCO FUZHOU,477335300,VRLE2,31.5,14,NA,NA
9966611,OSTERTILL,NA,NA,7.5,11.5,NA,NA
9620542,LAN HUA HAI,414145000,BOVH,47,14.5,NA,NA
9155987,KATRIN,305511000,V2RD5,10,12,NA,NA
9161443,YIP,NA,D6A2309,14,12,NA,NA
9406350,CHANG HANG SHUI JING,414491000,BONN5,40,14.5,NA,NA
9641601,SAMSUNG 2035,NA,NA,48,15,NA,NA
9859791,AVRA,538008378,V7A2295,27.7,15.3,NA,NA
9697052,JONES TIDE,636024164,5LRH7,12.6,12,NA,NA
9678795,MINA OLDENDORFF,636016034,D5EB9,56,14,NA,NA
9084059,SHARON M I,316024256,CFP2006,10.16,13.89,NA,NA
9507764,GAS HUSKY,636015107,A8YQ3,13,13.5,NA,NA
9898503,SOLAR CHERYL,636019988,D5XC9,21.4,13.2,NA,NA
9658173,RUN DONG 2,477978300,VRKM9,11.1,10,NA,NA
9398383,MSC LUCIANA,355283000,3FTY3,261.4,24.7,NA,NA
9158159,ALANYA-M,352001406,3E2155,30,14,NA,NA
9304447,MSC ROMA,636018075,D5OB2,248.2,24.7,NA,NA
9747754,EVER IMPERIAL,352829000,3FDL,35,14,37.5,14.5
9807700,ORE GUANGZHOU,477184800,VRRL3,79.5,14.5,NA,NA
9458250,ULUSOY-8,271000973,TCSS9,20.5,13,NA,NA
9300453,EVER SUMMIT,563142100,9V7524,210,25,NA,NA
9208019,SHETAB,422294900,EPMZ4,17,20,NA,NA
9136046,COLUMBUS,NA,NA,45,14.6,NA,NA
9367736,CENTENNIAL MATSUYAMA,215590000,9HA5197,29,15.3,NA,NA
7819723,MONITOR TIDE,NA,WDB3554,8,10,NA,NA
9738090,HU PO HAI,477347500,VROW9,18,14,NA,NA
9804423,PAUL A. DESGAGNES,316033266,CFCH,13.9,13,19.9,14
8900529,BERNI HK,NA,3FIS7,35,14,NA,NA
9356799,HF WEALTH,477615200,VRTL4,27,17.5,31,18.6
9440681,SKUA,710005280,PPXV,11.5,13,NA,NA
9667540,BW MISTRAL,538005576,V7FA5,42.5,16,NA,NA
9118836,JAI HO,NA,NA,82.5,21,55.5,18
8502810,ABM DYNAMIC,NA,J7CG2,20,13,NA,NA
7518305,AGIOS VARTHOLOMEOS,NA,3EOT5,40,14,NA,NA
9295270,PETREL 1,477134600,VRWS5,30,14.5,NA,NA
9897535,DE XIN HAI 5,352003980,3E5373,25,14.4,NA,NA
8312095,SKIPPERS-Y,NA,9LD2576,22,13,NA,NA
9605190,C. INFINITY,373606000,3FKR7,65,14,NA,NA
9868168,MARAN ORPHEUS,241701000,SVDH3,44.8,14.5,NA,NA
9752010,BOW CAPRICORN,257067210,LAER6,30,14.5,NA,NA
9972426,EVA CARLTON,352002746,3E5048,17.4,11.5,17.4,13.6
9985021,VENTO DI MAESTRALE,636023406,5LNO5,38.1,18.5,NA,NA
9221607,XIANGMING,352986199,3E3940,31,14,NA,NA
9275725,HELLAS,NA,D6A2902,37,14.6,NA,NA
9472749,MARINA QUEST,353603000,3FUP3,11,12.5,NA,NA
9335850,OWARI MARU,431264000,7JVS,74,15.1,NA,NA
9559676,LILA HOUSTON,636016922,D5IK4,27,13.5,NA,NA
7434690,SEA MEADOW 02,NA,H8KF,10,10,22,14
9438353,W HUANG PU,355640000,3EVA4,29,14,NA,NA
9339820,GEORGIA HIGHWAY,432629000,7JCV,57,19.8,NA,NA
9724685,BRITISH CAPTAIN,235113768,2IYH2,24.3,15,NA,NA
9732503,HELLAS GLADIATOR,256742000,9HA3994,55,16.25,NA,NA
7908574,MARIANELA,NA,3ETO8,22,13,NA,NA
9378395,THE GUARDIAN,351597000,3EIM4,35.5,14,NA,NA
9133094,ODIN,NA,V4PX4,33,16,NA,NA
9410234,CARINA I,NA,NA,65,14,NA,NA
9713911,NORD DRACO,538006000,V7IV3,37.5,14,NA,NA
9734147,CAPE FORTIUS,212540000,5BQC4,46.5,19,NA,NA
8608884,LNGT OCEANIA,636023905,5LPZ7,120,18.5,NA,NA
9434383,MARAN GLORY,241149000,SVBK7,69,14.3,NA,NA
9334129,FORTRESS,423228100,4JMY,15.9,13,25,14.5
9405502,JAWAD,405000205,S2AC7,31.5,14,NA,NA
9430533,HIVAD,422514600,EPWG9,9,10,16.2,13
9243837,JUMBO JAVELIN,246481000,PHEG,40,17.2,NA,NA
9486506,NEW WISDOM,477095600,VRJC8,65,12,NA,NA
9425186,CHIPOL GUANGAN,636019636,D5VK8,29.6,15.2,NA,NA
9507702,CONTSHIP ERA,636024914,5LUX2,38.5,19,NA,NA
8811390,IPEK,NA,V4WF5,20,12,22,14
9283679,RES COGITANS,538002622,V7KI2,29.5,12.5,52,16
9533335,MANDARIN RIVER,563228900,9V8888,34,14,NA,NA
9734642,SEAWAYS TYBEE,538006312,V7LP5,78.5,15,NA,NA
9246803,SWIFT FALCON,374176000,3EMI9,33,14.5,NA,NA
9186211,INDIANA,257548000,LAJJ8,41,14.5,NA,NA
8810449,ISLAND CHIEF,NA,VRRB,25,15.7,NA,NA
8522339,AL JAZEERA I,408767000,A9D2814,1.6,5,2,6
9850898,EVER FEAT,636020684,5LAF3,141.5,23,NA,NA
9627772,LEADER TIDE,257793000,LDJK,14,12,NA,NA
9352585,PETROLIMEX 20,574003200,XVUX9,23,13,NA,NA
9415686,GREEN SANVI,419001979,ATCA2,45,15,NA,NA
9621302,TAIYO,636016608,D5GZ2,42,14,NA,NA
9738466,VICTORIA,538006304,V7LN2,27.7,15.3,NA,NA
9122930,GLOVIS CORONA,440161000,D7AO,53,20.1,NA,NA
9297096,OCEAN MARY,314880000,8P2242,22,15.2,24,16.5
9378199,AB PALOMA,352898752,3E2040,18,13.4,NA,NA
9180097,GANDINI,525007035,PNGS,27,14.5,NA,NA
9438028,NING FENG 316,538006689,V7QE9,23.5,12.5,NA,NA
9332779,COASTAL CELEBRATION,316011409,CFN5145,55.5,21,NA,NA
9238571,CAPE ORCHID,NA,ZR6287,60,14.55,NA,NA
9374246,PRINCE JAMESON I,657251000,5OYR,31,13,NA,NA
9537800,KIM HENG 3203,563218000,9V7438,8,8,9.8,10.6
9031727,ARMADA SEJATI,NA,PMUJ,11,11,NA,NA
9948310,CHANG HANG HUANG HAI,414698000,BPEG7,19.3,13,NA,NA
9545871,GO SIRIUS,566635000,9VAC8,29,12,53,16
9385673,NEPTUNE,257356000,LADV7,129.7,19.5,NA,NA
9478690,ALPINE LIBERTY,538003883,V7TT7,32.63,14.9,NA,NA
9645463,KOTA SAHABAT,565021000,9V2122,83,20,NA,NA
9233416,VENTURE,636021998,5LGR9,34.6,14.3,NA,NA
8506476,LUCKY DRAGON,NA,3EZZ3,28,13,NA,NA
9310317,LEXUS,266472000,SGOX,10,12.5,NA,NA
9636034,ORYX,710005142,PU6498,18,12,NA,NA
9633446,NOVO,229069000,9HA3042,65,15.5,NA,NA
9364447,MINOAN GLORY,636019301,D5TW6,32,13.7,34,14
9168221,MAERSK PATRAS,NA,V4IQ5,122.1,22.5,NA,NA
8109230,MIRAMARE,NA,3EHD9,18.5,13.5,NA,NA
9622540,CHAILEASE BLOSSOM,636023442,5LNT2,35.5,14,NA,NA
9395927,CARMEL I,636019061,A8TX8,144,24.5,NA,NA
9203916,FUNDY ROSE,316013210,CFK5493,70,24.2,NA,NA
9968281,MSC CARMELA,636024612,5LTL3,164.7,22,NA,NA
9611008,FIVOS,538009291,V7A4553,34,14,NA,NA
9520833,ANGLO MARIMAR,232017938,MDVA6,44.4,15,NA,NA
7211646,MAGNUM,NA,P3UA6,34,12,NA,NA
9001033,KOMODO,NA,SVSK,93,22,NA,NA
9274549,SCOT STUTTGART,538011215,V7A6799,13,15,NA,NA
9434498,AMSTEL LION,357835000,3EYU4,24.5,13.5,NA,NA
9578684,CAPE VALENCIA,373498000,3EUE9,62,14,68.6,15
9306835,ASTRID L,304903000,V2BR4,38.5,19,NA,NA
9055498,TANTO SUBUR I,525013031,JZGM,13,14.5,NA,NA
9551923,PHANTOM,636021981,5LGQ2,22,14,NA,NA
9747792,FMG SOPHIA,563244500,9VBX2,60,14,NA,NA
8307806,GEMS,NA,NA,26,13.5,NA,NA
9044205,FU XING,NA,NA,4.89,11.78,NA,NA
9283033,GOLBON,422026900,EPBL9,82.8,21.8,NA,NA
9700689,KALEY,538006289,V7LL2,24.9,14.4,NA,NA
9185944,DE JIA,413021240,BSIA,30.6,14,36,15
9204049,OPHELIA I,373420000,3EMM9,14,14,NA,NA
9215828,KINGDOM,NA,V4LA3,230,26.4,NA,NA
9030826,PUTERI NILAM,533035000,9MBW7,188,19.7,NA,NA
9231705,HALIMA,657212300,5OQZ,27,14.5,NA,NA
9569279,EASTERN LAELIA,636021949,5LGL9,34,14,NA,NA
8812679,GUAN HAI 208,NA,BVBL7,26.75,13.85,NA,NA
9907275,SOUTHERN ZEREN,636020552,D5ZS5,16.4,14,NA,NA
9687514,KORTRIJK,205706000,ONIU,34.7,16,NA,NA
9012252,SINOCARRIER,NA,DSRM6,75,13.5,NA,NA
9423554,SUN PLENTY,352004276,3E7759,32.4,14,NA,NA
9112789,ASTORIA GRANDE,511100759,T8A3965,50,20,NA,NA
9785172,TAIZHOU KOUAN TK0817,NA,NA,24.9,14.4,NA,NA
9157131,SETUBA,NA,3EVT6,38,18.5,NA,NA
9292175,MSC SHANELLE V,353111000,HOKN,195,25,NA,NA
9250397,FITBURG,341438000,V4AF3,11.5,10,NA,NA
9631890,HAVILA CHARISMA,257419000,LCWZ,10.3,12,20.73,15.3
9735220,FWN SPIRIT,244140321,PDIF,9.2,12.5,12.5,13.5
9603063,ERGUVAN S,538006936,V7TB5,32,14,NA,NA
9938963,ZHONG GU CHANG SHA,414842000,BPHH3,49,17,NA,NA
9715816,CL CENTURY,205790000,ONKK,30,14.5,NA,NA
9720316,DARYA TIANA,477699800,VRNZ2,24.9,14.4,NA,NA
9294305,PRINCESS ALEXIA,636019553,D5VA5,82,14,91,15
9751743,NEW MINGZHOU 66,477439900,VRQE8,35,20,NA,NA
9831842,FRONT SANTIAGO,477539700,VRTH7,41,13,NA,NA
9582867,HELEN ANNA,305639000,V2FD3,6.5,10.5,NA,NA
1024209,A2B PROGRESS,NA,NA,16.5,14.5,NA,NA
9801811,GUANGXIN GS16137,NA,NA,9,10,NA,NA
9449388,GOTTLIEB,636016381,D5FX2,6.7,8.5,NA,NA
9540493,ALLIANZ FORCE,511100231,T8A3331,15,10,NA,NA
9253076,REUS,667002335,9LS2038,44,14,NA,NA
9323106,ALMATY,436000032,UOF,10,10,NA,NA
9351505,CRUISE SARDEGNA,247286700,IBEY,140,25,NA,NA
9316488,SUSANNA,352372000,HO2631,9,12,NA,NA
9310161,RENAD,636024319,5LSA5,36,14.5,NA,NA
9829722,MAGENTA RAY,636022981,5LLJ2,24,14.5,NA,NA
9172428,EMERALD INDAH,525121057,YDDA3,34,14,NA,NA
9680803,WALGAMOTTE TIDE,577233000,YJTS7,14.5,10,19,13
9254939,UHUD,370949000,3FZX2,30.5,15.1,NA,NA
9293868,PORT ALFRED,477832100,VRLZ7,17,12,23,14
9913743,FPMC S AMBER,416065000,BHGS,19.2,13.8,NA,NA
8110978,C-TRAVELLER,NA,3EXQ8,12,11,NA,NA
9379399,ATLANTIC VICTORY,352003378,3E7531,44,16,NA,NA
8308513,ALBATROSS 07,NA,VWSB,12,12,NA,NA
9262572,VERSA SPIRIT,352005011,3E7220,32,14,NA,NA
7636901,SAMSON,NA,A9D2568,13.5,10,16,12
9108685,MASTER 1,NA,NA,46.3,14.4,NA,NA
9589956,OSLO BULK 4,257432000,LAHB8,11.5,11,NA,NA
8325274,EPIDAMN II,201100182,ZADO6,8.65,12,NA,NA
9343065,MAYFAIR,370199000,HPHV,8.5,10,NA,NA
9768045,BAHRI SETA,403609001,HZGG,31.5,14.5,NA,NA
9337901,SAMUDRA,621819060,J2JT,50,15.3,NA,NA
9533658,STEPHEN WALLACE DICK,577010000,YJRS5,16,12,24,14.2
9599573,HONG G,636021767,5LFO7,42.5,14.1,NA,NA
9524255,DAEWOO (5340),NA,NA,104,15.3,NA,NA
8314469,WHITE ARROW,NA,3FUY4,26,13,NA,NA
9289958,MAERSK SYDNEY,563000500,9V5241,270,24.5,NA,NA
9176981,EM SPLENDOUR,538005621,V7FN2,90,15,NA,NA
9349928,PENG SHUN,413376290,BIAG7,17,13,NA,NA
9656046,KAIFAN,447173000,9KEY,31.7,15.2,NA,NA
9169378,CORNAVIN,NA,ZCEH9,60,14.5,NA,NA
9434371,MARAN SEAFARER,248876000,9HA2562,67.2,14.5,NA,NA
9212565,IMOR,261379000,SNKB,1.3,12,NA,NA
9445887,CALANDRA,305538000,V2QC6,92,22.5,NA,NA
9399870,ORIENTAL GOLD,440322000,D7IP,32.63,14.9,NA,NA
9188714,RAMFORM VANGUARD,257773000,LANM8,36,13,NA,NA
9318943,CHL APOLLO,538010979,V7A6401,19,15,NA,NA
9483451,OCCITAN PAUILLAC,215362000,9HA5079,18.7,12.7,23.5,13.7
7527540,APOLLONIA LION,NA,SYKQ,43,14,NA,NA
9929431,MSC MICHEL CAPPELLINI,636022604,5LJP6,214,22.5,NA,NA
9020778,IRAN HORMUZ 14,422216000,EQXR,17,17,NA,NA
7384467,SEABONI,NA,NA,37,13,NA,NA
9300403,EVER SMART,235010450,MLBD9,210,25,NA,NA
9442562,TG GEMINI,636023498,5LNZ8,26,15.5,NA,NA
9647459,NOS TAURUS,247331200,IJEO2,10.8,10,17.1,13
9561801,ARKI,356643000,3ENP3,17,12,23,14
9748760,MELODY FAIR,636017637,D5LZ9,29,14.5,NA,NA
9289738,GENJI,626354000,TRBC9,33,14.5,NA,NA
9810056,FUTURE ACE,374577000,3FHF8,46.5,16,NA,NA
9633020,SUNFLOWER,636022914,5LLA8,23,14,NA,NA
9416032,MTM SOUTHPORT,565677000,9VFQ5,23,13,NA,NA
9119414,ARROW,235096892,2GFG5,30,15.5,NA,NA
9859210,HARRISBURG,563113400,9V6387,22,14.5,NA,NA
9134189,BEI LUN HAI 81,414187000,BSYK,36,14.75,NA,NA
9060687,WILSON MOSEL,314424000,8PAK8,4,9.7,NA,NA
9444833,ESTEFANIA H,701131000,LW3703,18,13.5,NA,NA
9487689,FPMC B 106,636015245,A8ZM3,42.5,14.1,NA,NA
9409247,EUROVICTORY,636020554,D5ZS7,63,12.8,NA,NA
9385166,ECO ANGELBAY,538010038,V7A5502,24,14,NA,NA
9650573,PIONEROS,725001965,CBPK,34.5,14.5,NA,NA
9248681,WAN HAI 311,563485000,S6AS5,98,22.7,NA,NA
9795610,COSCO SHIPPING UNIVERSE,477157400,VRRP4,197,19,NA,NA
9487108,JIN WANG LING,477959300,VRHL6,23,14,NA,NA
9752022,SC DRACO,477439800,VRQF3,30,14.5,NA,NA
9366421,MSC MOON F,636021247,5LCZ8,43.5,19,NA,NA
9181895,SHIROUMA,NA,3FPX8,31,14.3,NA,NA
9383869,SARASWATI,352005254,3E8394,45,14.5,NA,NA
9581136,RT LEO,636021226,5LCX2,30,14.1,NA,NA
9860685,YM ADVANCE,538008585,V7A2539,30,14.5,NA,NA
9080508,TEXIS,NA,T8A3182,28,14.4,NA,NA
9685750,ENERGY PACE,257511000,LAUZ8,7,10,15.5,13
8506050,VOS ISLAY,NA,MNEU9,6.7,10,10.2,12.5
9335020,PANCARAN VICTORY,525201763,YDIF2,32.9,14.5,NA,NA
9699866,LARGO MARINER,538007574,V7UZ6,28,13.5,NA,NA
9270830,IPSA,NA,D6A2479,80,23,NA,NA
8103432,SEPINGGAN/PERTAMINA 3008,525008025,YDXT,35,15,NA,NA
9278882,STELLA ISLAND,356136000,3FHM8,30,14,NA,NA
9128192,OEL DUBAI,NA,3END6,93,22,NA,NA
8607737,KUNISAKI MARU,NA,H9NK,57.5,14,NA,NA
9718155,TOMINI DESTINY,538006520,V7ME5,20.12,12,28.53,13.5
9425942,TRADE,538008236,V7A2120,32.4,14,NA,NA
9551698,EPIC TRADER,636017992,D5NR9,34,14,NA,NA
8111180,CEE JAY,657411000,5NJL2,10,12,NA,NA
9299848,BRIDGEWATER 80,NA,NA,10.8,10,17.1,12.5
9693197,RIGI VENTURE,477790600,VROA7,24.9,14.4,NA,NA
8003149,SOVEREIGN,367546770,WDG5448,4,10,6,12
9790086,EVER BURLY,355106000,H9ON,90,21.8,NA,NA
9555292,T MATTERHORN,370756000,3EYC5,27,15.1,NA,NA
8406896,ALINA II,NA,J8B2928,45,13.5,NA,NA
9489285,OLYMPIC SEA,538006514,V7NW8,45,14.5,NA,NA
9811555,ALTAIR SKY,563028400,9V5357,24,13.8,26.4,14.5
9752876,RAWABI 48,572489220,T2TG5,9,10,NA,NA
9841029,SIEM ARISTOTLE,636018304,D5PC8,41.6,19.7,NA,NA
9388687,OCEAN GAS,370653000,3ETS3,45,15,NA,NA
9737371,MARATHON TS,249987000,9HA4464,45,14,NA,NA
9814399,RONG HUA WAN,413527660,BOPE,12.2,13.5,NA,NA
9269245,CLYDE,352001515,3E2526,47.6,14.7,NA,NA
1027122,EM NATASHA,563248800,9VBA8,8.2,12,NA,NA
9611242,PEGASUS,209782000,5BNQ3,35,13.5,NA,NA
9656096,JADE PROSPERITY,636023631,5LOQ8,24.9,14.4,NA,NA
9470040,OLYMPIC LEOPARD,241380000,SVCE7,65,14,NA,NA
9047075,STAR MONIKA,NA,V7IC3,32,14,NA,NA
9953262,HLAITAN,636023559,5LOH4,100,19.5,NA,NA
9436185,MAERSK VICTORIA,563161900,9V8105,70,20,NA,NA
9164768,CALA PULA,247585000,IBID,65,21.5,NA,NA
9475595,YUE DIAN 58,414008000,BPGG8,34,14,NA,NA
9830068,CSSC BRIGHT,477233600,VRSH5,36,14,NA,NA
8409331,GLEN,NA,NA,26,12,NA,NA
9303041,THOR MAGNHILD,564415000,9V2628,57,13.7,65.1,15
9071480,HAMMONIA ADRIATICUM,NA,V2AJ9,30,16.5,NA,NA
9416795,PVT ELENA,352001467,3E2485,17.6,13.4,NA,NA
9209300,MOLECULE,613003214,TJMC241,37.1,14.5,NA,NA
9648362,PACIFIC LEADER,636024453,5LSR5,10.8,10,29,15
9564308,JEAN PIERRE LAB,366484000,WDE9670,8,10,19,13
9922835,AQUABLISS,636021194,5LCS9,32,13,NA,NA
9582518,SUDETY,636015816,D5CZ4,35.5,14,NA,NA
9418743,GREEN PIONEER,565395000,9V8354,10.8,12,NA,NA
9872523,JOSCO GUANGZHOU,477468500,VRTD4,27.7,15.28,NA,NA
9228538,ACE,376846000,J8B6221,85,21.5,NA,NA
9663104,W-LION,636024253,5LRS4,24.9,14.4,NA,NA
9602655,SEA GEM,636019713,D5VU4,61,13,NA,NA
8313398,BAI SHA LING,NA,BOOM,19,13,NA,NA
9359038,GUSTAV MAERSK,477928700,VRVP3,206.02,24,NA,NA
1062689,HANTONG LUCKY,352003991,3E5383,10,9,NA,NA
9500144,XT PROGRESS,355971000,HP8055,19,14,NA,NA
9342786,SUNSEA,574004850,XVGD7,22.8,14.5,NA,NA
9288708,AURO,620999725,D6A3724,50,15,NA,NA
9216808,HERO,356157000,H3JK,30,14,NA,NA
9363003,SMYRNA,215787000,9HA5283,52,14,65.1,15
9669885,BOW TRIBUTE,258802000,LARU7,30,14.5,NA,NA
9108489,MYGAN,341634001,V4ZQ5,13,13.5,NA,NA
9326500,AEGEA,215004000,9HA4912,43,15,NA,NA
8743024,TELUK BAJAU MAKMUR,NA,PNCZ,4.92,12,NA,NA
9379208,JIAOLONG,636024997,5LVH8,43.5,13,NA,NA
9150224,ALMAZ,273419970,UBWQ4,10.8,10,15.3,12
9544669,ARK CHARLY,657113600,5NUC2,21.6,10,36,13
9850850,EVER FAVOR,636021387,5LDS2,141.5,23,NA,NA
9218404,FEDERAL SHIMANTO,538004244,V7VZ2,23,14,NA,NA
9593880,STAR LOUISIANA,538006859,V7SD8,35,15.5,NA,NA
9521007,FLC CELEBRATION,538003959,V7UJ3,34,14,NA,NA
9334703,LAURENTIA DESGAGNES,316011550,XJBQ,27.3,13,55,15
9249336,LYCASTE PEACE,357261000,HOWO,45,16.7,NA,NA
9288447,MAGIC P,538007351,V7JE5,34,14,NA,NA
9603128,HUATAI (0016),NA,NA,34,14,NA,NA
9616474,OFCO SYNERGY,375629000,J8B6214,9.5,10,NA,NA
9505560,WISLABORG,244106000,PCBQ,13,11,NA,NA
9628324,KOTA LIHAT,563152300,9V7473,103.6,22.5,NA,NA
9439400,CASPER,574005950,XVMO9,49,14.5,NA,NA
9489118,NAVIG8 CONSTELLATION,538003853,V7TP5,34,14,NA,NA
9285938,ISABELLE G,255806118,CQAA4,33,14,NA,NA
9132959,FIFI,477103200,VRQW6,29,14,NA,NA
9183001,SEABULK GALAXIE,657264300,5N2081,10,9.5,15,12
9484778,MERMAID ENDURER,356019000,3FDM3,18,11,27,13.8
8427709,DIWAL,NA,DUA2191,0.81,6,NA,NA
9748904,GASLOG HONG KONG,310773000,ZCEV8,81,19,NA,NA
9216456,JIE LI,374862000,3FNU9,31,14,NA,NA
9593359,ARAMIS,538004630,V7YD2,30,14,NA,NA
9083964,ARGO I,NA,V4GV4,78,14.9,NA,NA
9444089,PERDANA TRAVELLER,533065200,9WNA6,21.6,10,36,13.5
9216925,ELKA ELEFTHERIA,NA,ELZP9,31.6,14.3,NA,NA
9738179,QINGSHAN QS43000-4,NA,NA,17.8,14,NA,NA
9107899,CAN YUCEL,636021598,5LET2,24,13.5,NA,NA
9320910,MP AHTS 1,419001491,VTEL,25,12,38,14
9618161,NANOQ ARCTICA,219364000,OYSD2,9,12,NA,NA
9138343,LUCIA,341884000,V4DR4,29,17,NA,NA
9109304,GAS ICON,NA,3FBO3,11.5,13,NA,NA
9785031,ZHEJIANG,NA,NA,18,13,NA,NA
9083093,STELLAR IRIS,NA,3FSH5,66,13,NA,NA
9077898,VADI,NA,JVZU7,30.7,13.5,NA,NA
8118229,HENG TONG 3,NA,3EZK3,28,13,NA,NA
9112911,XIN FENG QI 1,413231160,BOFU5,33,14,NA,NA
1076680,SHEN LIAN CHENG 602,412549621,BZXC13,1.6,10,NA,NA
9159270,AJU,NA,V4TA3,20,15,NA,NA
9305489,MSC TIANPING,636020495,D5XH4,250,25.3,NA,NA
9322293,SINGAPORE LOYALTY,538010197,V7A5740,48,12,NA,NA
9639701,TAO TREASURE,355690000,3FXS5,22,13.2,NA,NA
9309019,NBA PEACE,636023335,5LNE9,56,14,NA,NA
9561239,IRIS,636022262,5LHY4,12,12,NA,NA
9236420,SEAPEAK CATALUNYA,224941000,EBZV,125,16,NA,NA
9798789,TSUNEISHI FUKUYAMA (1587),NA,NA,39,14.5,NA,NA
9771420,BASTO IV,257845600,LDPG,2.65,13,NA,NA
9393515,GOTEBORG,209118000,5BDX2,15,11,20,15
9001291,SEA STAR CRUISE,440320740,NA,86,22.9,NA,NA
7908794,DARIA,NA,J8B4021,22,13,22,12
8407890,ALIMAR,NA,A8WD6,28,13,35,15
9002752,GLORY NANJING,NA,3FDO3,53,14,NA,NA
9047441,KARADENIZ POWERSHIP ONUR SULTAN,636016953,D5IO8,55,14,NA,NA
9634892,S NEPTUNE,373371000,3FEK3,23.5,13.8,NA,NA
9130420,SHINDAGHA-5,NA,NA,2.8,13,NA,NA
9396672,FAIR STAR,636022971,5LLH5,47.6,14.7,NA,NA
9187966,YAREN S,271002352,TCCE3,4,12,NA,NA
9424223,NYALA,341581000,V4TX4,18,12.5,NA,NA
9114048,EMANO 11,341829001,V4HD6,12.5,12.4,NA,NA
9207613,ASTRO BARRACUDA,710000140,PPOL,7,10,NA,NA
7517014,HAO XING,NA,3EEG5,32,13,NA,NA
9440382,MIKELA P.,538008330,V7A2244,45,12.5,NA,NA
9316440,VIKING THAUMAS,710022560,PPLY,11,11,NA,NA
8100894,ALEXIA,NA,9HPR7,32,14,NA,NA
9516753,HANSA SALZBURG,255802560,CQPD,70,20,NA,NA
9380582,STONE I,538009363,V7HX5,33,14.2,NA,NA
9534353,CARRIER TIDE,257335000,LAFO8,9.9,10,13,11.5
7433684,BARBAROS KIRAN,NA,TCVW,29,13,NA,NA
9467081,ZHE HAI 522,413776000,BLWQ,33,14,NA,NA
9602693,VEGA EVEREST,538010007,V7A5454,26,13,NA,NA
9384851,TAIHUA STAR,477768700,VRCT4,22,14,NA,NA
9778791,MADRID MAERSK,219836000,OWMD2,200,18.5,NA,NA
9550345,JAN,305235000,V2HI4,60.4,19.7,NA,NA
9170286,HUI HONG II,NA,3FMC8,32.5,14,NA,NA
7401306,OCEAN SEARCHER,NA,C6PX3,16,10,NA,NA
9368326,CELINA,305256000,V2DM3,26,15,NA,NA
9106144,STONEFISH,352005075,3E7276,48,19,NA,NA
8307650,AT 30,NA,5VBW4,18,13,NA,NA
9413028,BLUE SEA,255915925,CQ2383,44.6,14,NA,NA
9452921,NIKKEI PROGRESSO,357726000,3EFY4,31.5,14.5,NA,NA
9890587,IOANNIS ZAFIRAKIS,311000944,C6EN3,20.4,14,NA,NA
9336347,EGA ZE,NA,NA,38.5,19,NA,NA
9410959,GENCO TITUS,538009964,V7A5401,52,14,NA,NA
9138850,CARNIVAL SUNRISE,308045000,C6FN5,195,20,NA,NA
9893864,MAERSK NACKA,636093009,D5VC8,46,18.5,NA,NA
9177430,AH SHIN,357170000,3FBO9,54.4,19.3,NA,NA
9627629,CBO ARPOADOR,710014820,PPHL,10,11,NA,NA
9019779,HAJARA,NA,NA,30,13,NA,NA
9459955,ALICIA G,255915608,CQ2066,25.5,13.5,NA,NA
9699191,MAERSK SAN CHRISTOBAL,563051100,9V8584,21.7,12,NA,NA
9303510,FORTUNE PROSPERITY,371545000,3EDC4,35,14,NA,NA
9294123,CHONGCHON,518998779,E5U4759,28,14.5,NA,NA
9048263,MERIDIAN SIETE,548325300,DUA3605,9,13.5,NA,NA
9604196,PACIFIC NORTH,538008225,V7A2106,52,14,NA,NA
9552331,ARUNA CENGIZ,538004676,V7YJ8,31.5,14,NA,NA
8610007,FU XING 16,NA,BLWL,21,13,NA,NA
9082180,GENNADIY VODOLAZSKIY,273310720,UHOU,17,15,NA,NA
9213284,REGAL,NA,NA,144,25.5,NA,NA
8312215,BERNARDO QUINTANA A.,NA,C6KJ5,38,14.25,NA,NA
9725512,RUBINA,255805860,CQZG,17.7,14,NA,NA
8954544,HAE SIN NO. 6,440419000,DSNY5,12,12.4,NA,NA
9195157,NORWEGIAN STAR,311082000,C6FR3,260,24,NA,NA
9521435,NORDROSE,255806155,CQAE9,44.6,14,NA,NA
9768019,SAKIZAYA MIRACLE,356793000,3FJF4,35.5,14,NA,NA
9747247,HAMBURG PEARL,548937000,DUIC,11,12,17.6,14
9693410,ACRA,636018913,D5RZ9,29,13.7,NA,NA
9462017,APL SOUTHAMPTON,566409000,9V9399,310,26,NA,NA
9754343,ZHONG WEI 1,413630190,BRVZ,23,13,NA,NA
9175298,PLACENTIA PRIDE,316266000,VCWB,8.6,12,NA,NA
9302657,TOTAL ENERGY,525119146,YCTM2,32,14.5,NA,NA
